location_resolved,display_date,title,harga,Merek,Model,Varian,Tahun,Jarak tempuh,Tipe bahan bakar,Warna,Transmisi,Tipe bodi,Kapasitas mesin,Tipe Penjual,Nama Bursa Mobil
Kotagede,2022-12-21T05:39:49+0000,[OLX AUTOS] PLAT AB Mazda 2 2011 1.5 R Manual #ArRozzaqAuto,105000000.0,Mazda,2,1.5 R Bensin-MT,2011,100.000-105.000,Bensin,Hijau,Manual,,>1.000 - 1.500 cc,Individu,
Gamping,2022-12-21T03:45:37+0000,"Mazda Astina 1991, DOHC 16 valve, 1800cc",39800000.0,Mazda,Astina,1.8 Bensin-MT,1991,95.000-100.000,Bensin,Merah,Manual,Hatchback,>1.500 - 2.000 cc,Individu,
Imogiri,2022-12-20T13:06:56+0000,Mazda familia 99 plat B lengkap,19750000.0,Mazda,Familia,1.8 Bensin-MT,1999,0-5.000,Bensin,Hitam,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Ngaglik,2022-12-20T06:56:16+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,mazda-biante-67114-20-skyactiv,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,,
Depok,2022-12-20T05:54:06+0000,[OLXAutos] Mazda 2 2018 1.5 GT Bensin A/T Silver,231000000.0,Mazda,2,1.5 GT Bensin-AT,2018,20.000-25.000,Bensin,Silver,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,
Gondokusuman,2022-12-20T05:28:34+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,mazda-biante-67114-20-skyactiv,2017,55.000-60.000,Bensin,Hitam,Manual,SUV,>1.500 - 2.000 cc,Diler,
Kotagede,2022-12-20T04:25:45+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,mazda-biante-67114-20-skyactiv,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,,
Ngaglik,2022-12-04T13:11:50+0000,"Mazda 2 1.5 matic 'AD¹, bs tt",123500000.0,Mazda,2,1.5 Bensin-AT,2014,115.000-120.000,Bensin,Abu-abu,Automatic,Hatchback,>1.000 - 1.500 cc,,
Tegalrejo,2022-12-14T10:36:01+0000,Mazda CX5 touring AB asli 2012,185000000.0,Mazda,CX-5,2.0 Touring Bensin-AT,2012,115.000-120.000,Bensin,Putih,Automatic,,,Diler,
Sleman,2022-12-16T05:56:44+0000,Mazda CX3 2017 /CX-3 . Pajak Baru,277000000.0,Mazda,CX-3,2.0 Touring Bensin-AT,2017,45.000-50.000,Bensin,Hitam,Automatic,Hatchback,>1.500 - 2.000 cc,Diler,
Tegalrejo,2022-12-15T23:16:10+0000,Mazda CX5 Touring 2.5 At 2013 Sunroof Orisinil Bisa Kredit,198000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2013,90.000-95.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Wates,2022-12-20T04:24:59+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,mazda-biante-67114-20-skyactiv,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,,
Piyungan,2022-12-20T04:13:31+0000,Mazda Interplay Th’1991 Istimewa,32900000.0,Mazda,323,1.6 Interplay MT Bensin-MT,1991,>300.000,Bensin,Hijau,Manual,,>1.500 - 2.000 cc,Diler,
Depok,2022-12-20T02:48:18+0000,Mazda Babby Boomer,23000000.0,Mazda,MR-90,1.4 Bensin-MT,1993,>300.000,Bensin,Abu-abu,Manual,Hatchback,,Individu,
Banguntapan,2022-12-19T22:07:08+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,2.0 Skyactive Bensin-AT,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,,
Tegalrejo,2022-12-19T22:05:32+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,2.0 Skyactive Bensin-AT,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,,
Mlati,2022-12-19T22:04:01+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,2.0 Skyactive Bensin-AT,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,,
Srandakan,2022-12-19T10:14:08+0000,"[OLX Autos] Mazda 2 2018 1.5 GT Bensin A/T Silver, #Dwi Jaya Mobil",231000000.0,Mazda,2,1.5 GT Bensin-AT,2018,20.000-25.000,Bensin,Silver,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Mlati,2022-12-19T10:04:35+0000,[OLX Autos] [DP 17jt] Mazda 2 Type R 1.5 Manual Plat Lokal,103000000.0,Mazda,2,mazda-2-67097-r,2011,80.000-85.000,Bensin,Hijau,Manual,Compact & City Car,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-19T09:57:13+0000,Barang Langka Mazda Premacy 1.8 A/T 2002 + Sunroof,72900000.0,Mazda,Premacy,1.8 Bensin-AT,2002,195.000-200.000,Bensin,Silver,Automatic,,>1.500 - 2.000 cc,Diler,
Godean,2022-12-19T07:56:49+0000,[DP31JT] MAZDA CX5 TOURING 2.5 AT 2016 PAJAK NEW,275000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2016,150.000-155.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,,
Wates,2022-12-19T06:46:29+0000,( DP 50Jt ) Mazda Cx3 2.0 Touring Matic 2017,285000000.0,Mazda,CX-3,2.0 Touring Bensin-AT,2017,20.000-25.000,Bensin,Putih,Automatic,Compact & City Car,>1.500 - 2.000 cc,Individu,
Depok,2022-12-19T03:21:03+0000,[VIP Dealer] Mazda CX5 2.5 GT Skyactiv-G 2021,550000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2021,15.000-20.000,Bensin,Merah,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Bantul,2022-12-18T05:34:04+0000,[Dp 45 Jt] Mazda 2 R Matic 2015 // Mobil Siap Pakai,179000000.0,Mazda,2,1.5 R Bensin-AT,2015,80.000-85.000,Bensin,Merah,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Ngaglik,2022-12-18T03:35:10+0000,Mazda CX5 2012 GT High AT Putih,195000000.0,Mazda,CX-5,2.0 Bensin-AT,2012,105.000-110.000,Bensin,Putih,Automatic,SUV,>1.500 - 2.000 cc,Individu,
Mlati,2022-12-17T03:30:31+0000,KM 3ribu Mazda CX8 2022 AB jogja Mazda CX-8 Elitee,699000000.0,Mazda,CX-8,2.5 Elite Bensin-AT,2022,0-5.000,Bensin,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Pakualaman,2022-12-17T02:54:51+0000,Mazda CX5 2016 Dp30Jt,275000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2016,145.000-150.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Jetis,2022-12-14T09:33:57+0000,(TDP 25 Jt) All New Mazda CX5 GT 2017/2018,385000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2017,70.000-75.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Jetis,2022-11-17T04:38:21+0000,Mazda 2 R At 2015 Plat AD Orisinil Bisa Kredit,179000000.0,Mazda,2,1.5 R Bensin,2015,80.000-85.000,Bensin,Merah,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Banguntapan,2022-12-14T09:43:49+0000,(TDP 25 Jt) All New Mazda CX5 GT 2017/2018,385000000.0,Mazda,CX-5,mazda-cx-5-67124-grand-touring,2017,70.000-75.000,Bensin,Putih,Automatic Triptonic,SUV,>2.000 - 3.000 cc,Diler,
Tegalrejo,2022-12-10T05:57:34+0000,[Dp24jt] Mazda 2 GT At 2015 ORISINIL Bisa Kredit,178000000.0,Mazda,2,1.5 GT Bensin-AT,2015,80.000-85.000,Bensin,Hitam,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Sleman,2022-12-17T02:30:35+0000,Mazda 2 2014 sky activ,155000000.0,Mazda,2,1.5 R Bensin-AT,2014,45.000-50.000,Bensin,Hitam,Automatic,,,Diler,
Sleman,2022-12-17T02:27:57+0000,Mazda CX-3 istimewa bs tt/kredit dp69,295000000.0,Mazda,CX-3,2.0 Touring Bensin-AT,2017,35.000-40.000,Bensin,Putih,Automatic,,,Diler,
Danurejan,2022-12-16T22:59:58+0000,Mazda ac dingin plat ab bantul bs tt motor,14000000.0,Mazda,Baby Boomer,1.6 Bensin-MT,1993,250.000-255.000,Bensin,Biru,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Prambanan,2022-12-16T08:37:59+0000,Tipe Tertinggi CX-5 2.5 GT AT 2013,195000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2013,150.000-155.000,Bensin,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Umbulharjo,2022-12-16T03:06:49+0000,MAZDA BIANTE 2014 AT/low km,205000000.0,Mazda,Biante,2.0 Skyactive Bensin-AT,2014,45.000-50.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Berbah,2022-12-16T02:40:50+0000,BU Mendadak Butuh Uang Mazda Trendy Mesin Halus Istimewa Pajak Hidup,26000000.0,Mazda,323,1.5 Bensin-MT,1989,100.000-105.000,Bensin,Hitam,Manual,Sedan,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta
Depok,2022-12-15T03:54:22+0000,Mazda 3 2016 . Hatchback. /mazda3,329000000.0,Mazda,3,2.0 Skyactive-G Hatchback Bensin-AT,2016,45.000-50.000,Bensin,Merah,Automatic,Hatchback,>1.500 - 2.000 cc,Diler,
Banguntapan,2022-12-15T01:04:37+0000,Mazda 323 1990 Bensin,23000000.0,Mazda,323,1.5 Bensin-MT,1990,45.000-50.000,Bensin,Putih,Manual,,>1.000 - 1.500 cc,Individu,
Mlati,2022-12-14T09:42:20+0000,(TDP 25 Jt) All New Mazda CX5 GT 2017/2018,385000000.0,Mazda,CX-5,mazda-cx-5-67124-grand-touring,2017,70.000-75.000,Bensin,Putih,Automatic Triptonic,SUV,>2.000 - 3.000 cc,Diler,
Godean,2022-12-14T09:40:57+0000,(TDP 25 Jt) All New Mazda CX5 GT 2017/2018,385000000.0,Mazda,CX-5,mazda-cx-5-67124-grand-touring,2017,70.000-75.000,Bensin,Putih,Automatic Triptonic,SUV,>2.000 - 3.000 cc,Diler,
Depok,2022-12-14T09:38:34+0000,(TDP 25 Jt) All New Mazda CX5 GT 2017/2018,385000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2017,70.000-75.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Umbulharjo,2022-12-14T09:35:43+0000,(TDP 25 Jt) All New Mazda CX5 GT 2017/2018,385000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2017,70.000-75.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Wates,2022-12-14T02:06:13+0000,(DP 38JT) Mazda Cx3 2.0 Touring Matic 2017,285000000.0,Mazda,CX-3,2.0 Touring Bensin-AT,2017,20.000-25.000,Bensin,Putih,Automatic,Hatchback,>1.500 - 2.000 cc,Diler,
Depok,2022-12-13T09:03:08+0000,Mazda 2 2017 skyactiv,197000000.0,Mazda,2,1.5 Skyactiv Bensin-AT,2017,40.000-45.000,Bensin,Putih,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Sleman,2022-12-13T01:53:16+0000,Mazda 2 Type R Automatic,169000000.0,Mazda,2,1.5 R Bensin-AT,2015,70.000-75.000,Bensin,Putih,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Jetis,2022-12-10T11:21:49+0000,KM 10rb Mazda CX-3 2021At(Matic) Plat G Tgn 1 2020 Sport 2019 2018 cx3,325000000.0,Mazda,CX-3,1.5 Sport Bensin-AT,2021,5.000-10.000,Bensin,Abu-abu,Automatic,,,,
Sleman,2022-12-02T02:07:32+0000,Mazda MR 93 plat AB Sleman,21750000.0,Mazda,Vantrend,1.4 Bensin-MT,1993,>300.000,Bensin,Abu-abu,Manual,Hatchback,>1.000 - 1.500 cc,Diler,
Jetis,2022-12-10T05:28:30+0000,Mazda 2 R At 2015 AB Tgn1 Orisinil Bisa Kredit,178000000.0,Mazda,2,1.5 R Bensin-AT,2015,60.000-65.000,Bensin,Abu-abu,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Sedayu,2022-12-03T03:36:26+0000,MAZDA CX5 CX-5 TOURING AT MATIC 2013,198000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2013,90.000-95.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Tegalrejo,2022-12-05T07:25:24+0000,Mazda 2 R At 2015 KM 40rb ORISINIL Bisa Kredit,175000000.0,Mazda,2,1.5 R Bensin-AT,2015,40.000-45.000,Bensin,Putih,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-09T22:15:33+0000,Mazda Astina 1991 Bensin,63000000.0,Mazda,Astina,1.8 Bensin-MT,1991,155.000-160.000,Bensin,Hijau,Manual,,,Individu,
Mlati,2022-12-09T05:57:42+0000,Mazda CX-5 2013 antik istimewa,200000000.0,Mazda,CX-5,2.0 Sport Bensin-AT,2012,45.000-50.000,Bensin,Putih,Automatic,SUV,>1.500 - 2.000 cc,Individu,
Depok,2022-12-08T12:36:55+0000,Mazda MR 90 Babby Boomer,23000000.0,Mazda,Baby Boomer,,1993,>300.000,Bensin,Abu-abu,Manual,Hatchback,>1.000 - 1.500 cc,Individu,
Semin,2022-12-08T09:43:35+0000,Mazda Familia 1994 Bensin,30250000.0,Mazda,Familia,1.8 Bensin-MT,1994,115.000-120.000,Bensin,Kuning,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Pakualaman,2022-12-08T08:09:47+0000,Mazda Familia 1998 silver milik pribadi,42000000.0,Mazda,Familia,1.8 Bensin-MT,1998,175.000-180.000,Bensin,Silver,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Kasihan,2022-12-08T04:08:00+0000,Mazda 2 R metik 2011,119500000.0,Mazda,2,1.5 R Bensin-AT,2011,85.000-90.000,Bensin,Putih,Automatic,Hatchback,>1.500 - 2.000 cc,,
Danurejan,2022-12-07T22:30:32+0000,(Dp 10jt) Mazda 2 R 2010 manual,95000000.0,Mazda,2,1.5 R Bensin-MT,2010,85.000-90.000,Bensin,Abu-abu,Manual,Hatchback,>1.000 - 1.500 cc,Diler,
Banguntapan,2022-12-07T04:54:50+0000,"Dp 13Jt MAZDA 2 2013 Manual
LOW KM 62rb",103000000.0,Mazda,2,1.5 V Bensin-MT,2013,45.000-50.000,Bensin,Hitam,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Umbulharjo,2022-12-06T23:12:33+0000,Mazda 2 R Matic 2011,127000000.0,Mazda,2,1.5 R Bensin-AT,2011,115.000-120.000,Bensin,Hijau,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Tegalrejo,2022-12-06T11:47:32+0000,"Cx5 seri tertinggi 2021,km 16rb,AB tgn 1,100% seperti baru",540000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2021,10.000-15.000,Bensin,Merah,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Berbah,2022-12-06T11:41:45+0000,Mazda CX-5 AT tipe tertinggi,220000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2014,105.000-110.000,Bensin,Marun,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Bantul,2022-12-06T03:28:51+0000,[Dp 32 Jt] Mazda CX5 Touring 2.5 Matic 2013 // Mobil Siap Pakai,198000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2013,90.000-95.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Ngaglik,2022-12-04T03:51:29+0000,"Mazda CX-5 2.0 GT 'AT 'AB, bs tt",198000000.0,Mazda,CX-5,2.0 Touring Bensin-AT,2012,115.000-120.000,Bensin,Putih,Automatic,Minibus,>1.500 - 2.000 cc,,
Kasihan,2022-12-03T02:51:20+0000,MAZDA CX5 DIJUAL,485000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2020,35.000-40.000,Bensin,Merah,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Kotagede,2022-12-02T21:56:32+0000,Mazda2 Skyactiv GT,242000000.0,Mazda,2,1.5 GT Bensin-AT,2018,40.000-45.000,Bensin,Abu-abu,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Berbah,2022-12-02T07:29:44+0000,Mazda 2 2015 Hybrid,167000000.0,Mazda,2,1.5 Skyactiv Bensin-AT,2015,65.000-70.000,Hybrid,Putih,Automatic,,,Individu,
Jetis,2022-06-14T04:18:56+0000,Mazda CX3 Touring At 2018 Awal Low KM Istimewa Bisa Kredit,285000000.0,Mazda,CX-3,2.0 Touring Bensin,2017,20.000-25.000,Bensin,Putih,Automatic,Compact & City Car,>1.500 - 2.000 cc,Diler,
Mlati,2022-12-02T04:06:23+0000,Mazda Biante Skyactiv 2.0 automatic 2015/2014,195000000.0,Mazda,Biante,mazda-biante-67114-20-skyactiv,2015,75.000-80.000,Bensin,Abu-abu,Automatic,,>1.500 - 2.000 cc,Diler,
Ngaglik,2022-12-02T03:37:47+0000,"[BBN an. pembeli] Mazda CX5 2.5 Touring R17 2014, Putih",195000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2014,100.000-105.000,Bensin,Putih,Automatic,,,,
Danurejan,2022-12-01T22:52:13+0000,(Dp 20jt) Mazda 2 skyactiv 2014 at,160000000.0,Mazda,2,1.5 Skyactiv Bensin-AT,2014,75.000-80.000,Bensin,Merah,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Mlati,2022-11-30T15:21:00+0000,Mazda2 2011 plat AD manual,95000000.0,Mazda,2,1.5 S Bensin-MT,2011,95.000-100.000,Bensin,Hijau,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Mergangsan,2022-11-30T03:15:38+0000,For Sale Mazda Rx-8 Full Mods,350000000.0,Mazda,RX-8,mazda-rx-8-67140-high-power,2005,40.000-45.000,Bensin,Kuning,Manual,Sedan,>1.000 - 1.500 cc,Individu,
Depok,2022-11-27T02:26:09+0000,MAZDA BIANTE 2.0 SKYACTIVE CVT MATIC THN 2016 AB TANGAN 1,210000000.0,Mazda,Biante,2.0 Skyactive Bensin,2016,85.000-90.000,Bensin,Hitam,Automatic,Van,>1.500 - 2.000 cc,Diler,Carsentro Yogyakarta
Ngampilan,2022-11-26T08:44:31+0000,Mazda Familia 1997 Bensin,43000000.0,Mazda,Familia,1.8 Bensin,1997,>300.000,Bensin,Silver,Manual,,,Individu,
Ngaglik,2022-11-26T04:35:33+0000,Mazda Biante 2013 Putih Low KM Orisinil,165000000.0,Mazda,Biante,2.0 Bensin-AT,2013,75.000-80.000,Bensin,Putih,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Imogiri,2022-11-24T13:55:23+0000,Mazda lantis 96 plat B lengkap,19750000.0,Mazda,Lantis,1.8 Bensin-MT,1996,0-5.000,Bensin,Biru,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Umbulharjo,2022-11-23T16:54:59+0000,Dp 25jt. MAZDA CX-5 GT 2014 2.5 AUTOMATIC. MAZDA CX5 Bisa tt Crv,215000000.0,Mazda,CX-5,2.5 Grand Touring Bensin,2014,85.000-90.000,Bensin,Putih,Automatic Triptonic,SUV,>2.000 - 3.000 cc,,
Gamping,2022-11-22T04:31:16+0000,mazda 323 familia istimewa,37800000.0,Mazda,Familia,1.8 Bensin,1998,180.000-185.000,Bensin,Abu-abu,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Ngaglik,2022-11-22T04:02:58+0000,Mazda CX5 2.5 Touring At 2014,210000000.0,Mazda,CX-5,2.5 Grand Touring Bensin-AT,2014,100.000-105.000,Bensin,Putih,Automatic,,,,
Mergangsan,2022-11-22T01:16:53+0000,Masda RX-8 6 speed transmision,360000000.0,Mazda,RX-8,1.3 Bensin,2005,45.000-50.000,Bensin,Kuning,Manual,Sedan,>1.000 - 1.500 cc,Individu,
Sleman,2022-11-19T08:30:22+0000,Mazda RX8 A/T th 2011,330000000.0,Mazda,RX-8,mazda-rx-8-67142-sport,2001,45.000-50.000,Bensin,Merah,Automatic,Sports & Super Car,>1.000 - 1.500 cc,Diler,
Kraton,2022-08-10T03:26:56+0000,"ALL NEW MAZDA CX-5 2.5  GT skyactiv 
Th reg : 2021,odo 10 rb miles, AD",485000000.0,Mazda,CX-5,mazda-cx-5-67124-grand-touring,2021,15.000-20.000,Bensin,Hitam,Manual,SUV,>2.000 - 3.000 cc,Diler,
Kraton,2022-07-30T04:46:51+0000,"New  MAZDA 2 R Skyactiv G Automatic
Tahun : 2019 akhir,plat AA",239000000.0,Mazda,2,mazda-2-67097-r,2019,35.000-40.000,Bensin,Abu-abu,Manual,Hatchback,>1.000 - 1.500 cc,Diler,
Umbulharjo,2021-08-09T02:45:40+0000,Jual Mazda CX7 - GT Turbo,149000000.0,Mazda,CX-7,mazda-cx-7-67128-23,2009,80.000-85.000,Bensin,Putih,Automatic Triptonic,SUV,>2.000 - 3.000 cc,Individu,
Salam,2022-12-19T10:14:10+0000,"[OLX Autos] Mazda 2 2018 1.5 GT Bensin A/T Silver, #Dwi Jaya Mobil",231000000.0,Mazda,2,1.5 GT Bensin-AT,2018,20.000-25.000,Bensin,Silver,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Salam,2022-12-08T02:31:55+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,224000000.0,Mazda,Biante,biante-2.0-skyactive-bensin,2017,50.000-55.000,Bensin,Hitam,Automatic,Minibus,>1.500 - 2.000 cc,,
Prambanan,2022-12-21T12:05:02+0000,(Dp 16 Jt) Mazda 2 R Matic 2010 Putih,108000000.0,Mazda,2,1.5 R Bensin-AT,2010,120.000-125.000,Bensin,Putih,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,
Prambanan,2022-12-17T05:20:29+0000,[Plat AB] DP 18jt! Mazda 2 1.5 R Bensin MT 2011,103000000.0,Mazda,2,1.5 R Bensin-MT,2011,100.000-105.000,Bensin,Hijau,Manual,,>1.000 - 1.500 cc,Diler,
Borobudur,2022-12-12T06:05:35+0000,MAZDA 2 R AT MATIC 2015,178000000.0,Mazda,2,1.5 R Bensin-AT,2015,60.000-65.000,Bensin,Abu-abu,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Ambarawa,2022-12-19T22:08:26+0000,[OLX AUTOS] Mazda Biante 2.0 Skyactive Bensin Automatic-2017 Hitam,221000000.0,Mazda,Biante,2.0 Skyactive Bensin-AT,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,,
Laweyan,2022-12-04T07:38:12+0000,MAZDA 2 R AT MATIC 2015,179000000.0,Mazda,2,1.5 R Bensin-AT,2015,80.000-85.000,Bensin,Merah,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Temanggung,2022-12-22T05:49:03+0000,[OLX Autos] Mazda 2 2016 1.5 GT Bensin A/T Putih #Rakjat Autocars,195000000.0,Mazda,2,mazda-2-67095-gt,2016,80.000-85.000,Bensin,Putih,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-12-22T07:41:07+0000,Mazda 2 GT a/t 2018 Silver,231000000.0,Mazda,2,mazda-2-67095-gt,2018,20.000-25.000,Bensin,Silver,Automatic Triptonic,Hatchback,>1.000 - 1.500 cc,Individu,
Grogol,2022-12-22T08:00:32+0000,[OLX Autos] Mazda 2 1.5 V Automatic 2014 Merah #Trisno Motor,165000000.0,Mazda,2,mazda-2-67100-v,2014,80.000-85.000,Bensin,Merah,Automatic,,>1.000 - 1.500 cc,Individu,
Sukoharjo,2022-12-22T08:00:07+0000,[OLX Autos] Mazda 2 1.5 R AT 2017 Merah #Trisno Motor,203000000.0,Mazda,2,1.5 R Bensin-AT,2017,100.000-105.000,Bensin,Merah,Automatic,,>1.000 - 1.500 cc,Individu,
Temanggung,2022-12-22T07:41:06+0000,[PLAT AA TEMANGGUNG] Mazda 2 GT a/t 2018 Silver,231000000.0,Mazda,2,mazda-2-67095-gt,2018,20.000-25.000,Bensin,Silver,Automatic Triptonic,Hatchback,>1.000 - 1.500 cc,Individu,
Klaten Tengah,2022-12-22T07:41:05+0000,[PAJAK PANJANG] Mazda 2 GT a/t 2018 Silver,231000000.0,Mazda,2,mazda-2-67095-gt,2018,20.000-25.000,Bensin,Silver,Automatic Triptonic,Compact & City Car,<1.000 cc,Individu,
Laweyan,2022-12-22T07:41:03+0000,[KILOMETER RENDAH] Mazda 2 GT a/t 2018,231000000.0,Mazda,2,mazda-2-67095-gt,2018,20.000-25.000,Bensin,Silver,Automatic Triptonic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Sidorejo,2022-12-22T05:53:32+0000,"[OLX Autos] Mazda 2 2011 1.5 R Bensin A/T Hitam, #KING Mobilindo",107000000.0,Mazda,2,1.5 R Bensin-AT,2011,105.000-110.000,Bensin,Hitam,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Purworejo,2022-12-22T05:49:00+0000,[OLX Autos] Mazda 2 2016 1.5 GT Bensin A/T Putih #Rakjat Autocars,195000000.0,Mazda,2,mazda-2-67095-gt,2016,80.000-85.000,Bensin,Putih,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Laweyan,2022-12-22T05:44:03+0000,[OLXAutos] Mazda 2 1.5 GT AT 2014 Abu-Abu #DCARS,189000000.0,Mazda,2,mazda-2-67095-gt,2014,80.000-85.000,Bensin,Abu-abu,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,
Sukoharjo,2022-12-22T05:11:43+0000,[OLX Autos] Mazda 2 2014 1.5 V Automatic Merah,165000000.0,Mazda,2,1.5 V Bensin-AT,2014,80.000-85.000,Bensin,Merah,Automatic,,>1.000 - 1.500 cc,Diler,
Baki,2022-12-22T05:11:38+0000,[OLX Autos] Mazda CX-5 2.5 Touring Bensin Automatic 2015 Hitam,235000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2015,110.000-115.000,Bensin,Hitam,Automatic,,>2.000 - 3.000 cc,Diler,
Sukoharjo,2022-12-22T05:09:51+0000,[OLX Autos] Mazda 2 1.5 GT Bensin AT 2015 Hitam #Trisno Motor,205000000.0,Mazda,2,1.5 GT Bensin,2015,60.000-65.000,Bensin,Hitam,Automatic,,>1.000 - 1.500 cc,Individu,
Grogol,2022-12-22T05:09:28+0000,[OLX Autos] Mazda 2 1.5 R Bensin Manual 2010 Abu Abu #Trisno Motor,95000000.0,Mazda,2,1.5 R Bensin,2010,80.000-85.000,Bensin,Abu-abu,Manual,,,Individu,
Sukoharjo,2022-12-22T05:09:26+0000,[OLX Autos] Mazda CX5 2.5 Touring Bensin AT 2015 Hitam #Trisno Motor,235000000.0,Mazda,CX-5,2.5 Touring Bensin,2015,110.000-115.000,Bensin,Hitam,Automatic,,>2.000 - 3.000 cc,Individu,
